Program Version:,EnergyPlus, Version 8.3.0-6d97d074ea, YMD=2018.04.26 10:12
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,PHIPPS_CSL_BUILDING_WINTER ** Pittsburgh Allegheny Co Ap PA USA TMY3 WMO#=725205

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      2928.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,25021.94,8.58,10.39
,Net Site Energy,25021.94,8.58,10.39
,Total Source Energy,79244.50,27.19,32.92
,Net Source Energy,79244.50,27.19,32.92


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.300
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil #1,1.050
,Fuel Oil #2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,2914.99
,Net Conditioned Building Area,2407.15
,Unconditioned Building Area,507.84


End Uses

,,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,5353.59,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,4508.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,964.46,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,9456.56,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,988.11,0.00,0.00,0.00,0.00,0.00
,Fans,1994.43,0.00,0.00,0.00,0.00,0.00
,Pumps,1756.80,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,25021.94,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Interior Lighting,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Conference#GeneralLights,10.84,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NE#GeneralLights,16.93,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Lobby#GeneralLights,119.22,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Classroom#GeneralLights,73.75,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Vestibule#GeneralLights,1.89,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Electrical%Room#GeneralLights,0.87,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Restroom#GeneralLights,237.85,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NW#GeneralLights,44.14,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NM#GeneralLights,12.94,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Break%Room#GeneralLights,22.72,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Phone%Booth#GeneralLights,43.30,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Volunteer%Area#GeneralLights,20.56,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SW#GeneralLights,10.78,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SM#GeneralLights,17.57,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SE#GeneralLights,17.57,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Mchncl%Rm%01#GeneralLights,1.93,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Corridor#GeneralLights,44.43,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Edctn%Strg#GeneralLights,122.37,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Elevator%Machine#GeneralLights,0.18,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NE#GeneralLights,469.68,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Conference%02#GeneralLights,14.60,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SW#GeneralLights,10.05,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SMW#GeneralLights,18.64,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SM#GeneralLights,13.66,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SE#GeneralLights,15.52,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SME#GeneralLights,23.88,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Conference%01#GeneralLights,30.80,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Phone%Booth#GeneralLights,20.32,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NMW#GeneralLights,42.88,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NME#GeneralLights,14.28,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NW#GeneralLights,10.06,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Lobby#GeneralLights,569.56,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Restrooms#GeneralLights,215.83,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Corridor#GeneralLights,85.44,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Secure%Files#GeneralLights,67.73,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Conference%03#GeneralLights,69.62,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Work%Room#GeneralLights,104.81,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SME1#GeneralLights,15.92,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,Exterior Facade Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Conference#05,51.69,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NE#05,265.90,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Classroom#05,333.84,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NW#05,164.26,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%NM#05,203.25,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Break%Room#05,291.64,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Volunteer%Area#05,72.89,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SW#05,169.31,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SM#05,276.03,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#1ST%FLOOR:1st%Research%Open%SE#05,276.03,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NE#05,805.58,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Conference%02#05,66.10,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SW#05,94.49,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SMW#05,175.24,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SM#05,128.44,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SE#05,145.89,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SME#05,224.49,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Conference%01#05,139.42,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NMW#05,182.66,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NME#05,134.31,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%NW#05,94.58,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Conference%03#05,63.40,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%NORTH:2nd%Work%Room#05,62.08,0.00,0.00,0.00,0.00,0.00
,,ELECTRIC EQUIPMENT#2ND%FLOOR%SOUTH:2nd%Open%Office%SME1#05,149.68,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,Exterior Equipment,234.36,0.00,0.00,0.00,0.00,0.00
,Fans,General,0.00,0.00,0.00,0.00,0.00,0.00
,,VAV Supply Fan Energy,1246.19,0.00,0.00,0.00,0.00,0.00
,Pumps,General,600.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,General,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,General,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,General,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,General,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,General,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,General,0.00,0.00,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Source Energy End Use Components Summary
FOR:,Entire Facility
Values gathered over      2928.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Source Energy End Use Components Summary

,,Source Electricity [kWh],Source Natural Gas [kWh],Source Additional Fuel [kWh],Source District Cooling [kWh],Source District Heating [kWh]
,Heating,0.00,0.00,0.00,0.00,0.00
,Cooling,16954.81,0.00,0.00,0.00,0.00
,Interior Lighting,14276.83,0.00,0.00,0.00,0.00
,Exterior Lighting,3054.44,0.00,0.00,0.00,0.00
,Interior Equipment,29948.92,0.00,0.00,0.00,0.00
,Exterior Equipment,3129.35,0.00,0.00,0.00,0.00
,Fans,6316.36,0.00,0.00,0.00,0.00
,Pumps,5563.79,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,79244.50,0.00,0.00,0.00,0.00


Normalized Metrics
Source Energy End Use Components Per Conditioned Floor Area

,,Source Electricity [kWh/m2],Source Natural Gas [kWh/m2],Source Additional Fuel [kWh/m2],Source District Cooling [kWh/m2],Source District Heating [kWh/m2]
,Heating,0.00,0.00,0.00,0.00,0.00
,Cooling,7.04,0.00,0.00,0.00,0.00
,Interior Lighting,5.93,0.00,0.00,0.00,0.00
,Exterior Lighting,1.27,0.00,0.00,0.00,0.00
,Interior Equipment,12.44,0.00,0.00,0.00,0.00
,Exterior Equipment,1.30,0.00,0.00,0.00,0.00
,Fans,2.62,0.00,0.00,0.00,0.00
,Pumps,2.31,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,32.92,0.00,0.00,0.00,0.00


Source Energy End Use Components Per Total Floor Area

,,Source Electricity [kWh/m2],Source Natural Gas [kWh/m2],Source Additional Fuel [kWh/m2],Source District Cooling [kWh/m2],Source District Heating [kWh/m2]
,Heating,0.00,0.00,0.00,0.00,0.00
,Cooling,7.04,0.00,0.00,0.00,0.00
,Interior Lighting,5.93,0.00,0.00,0.00,0.00
,Exterior Lighting,1.27,0.00,0.00,0.00,0.00
,Interior Equipment,12.44,0.00,0.00,0.00,0.00
,Exterior Equipment,1.30,0.00,0.00,0.00,0.00
,Fans,2.62,0.00,0.00,0.00,0.00
,Pumps,2.31,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00
,,,,,,
,Total Source Energy End Use Components,32.92,0.00,0.00,0.00,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Climatic Data Summary
FOR:,Entire Facility
SizingPeriod:DesignDay

,,Maximum Dry Bulb [C],Daily Temperature Range [deltaC],Humidity Value,Humidity Type,Wind Speed [m/s],Wind Direction
,SUMMER DESIGN DAY IN PHIPPS_CSL_BUILDING,31.70,10.50,22.50,Wetbulb [C],0.00,0.00
,WINTER DESIGN DAY IN PHIPPS_CSL_BUILDING,-16.80,0.00,-16.80,Wetbulb [C],12.70,0.00


Weather Statistics File

,,Value
,None,


----------------------------------------------------------------------------------------------------
REPORT:,Envelope Summary
FOR:,Entire Facility
Opaque Exterior

,,Construction,Reflectance,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Azimuth [deg],Tilt [deg],Cardinal Direction
,1ST%PLENVM:1ST%PLENVM_WALL_2_0_0,11,0.71,0.196,0.201,4.37,90.00,90.00,E
,1ST%PLENVM:1ST%PLENVM_WALL_3_0_0,13,0.71,0.217,0.223,10.48,0.00,90.00,N
,1ST%PLENVM:1ST%PLENVM_WALL_4_0_0,13,0.71,0.217,0.223,1.30,90.00,90.00,E
,1ST%PLENVM:1ST%PLENVM_WALL_4_1_0,13,0.71,0.216,0.223,0.20,90.00,90.00,E
,1ST%PLENVM:1ST%PLENVM_WALL_5_0_0,13,0.71,0.217,0.223,10.15,0.00,90.00,N
,1ST%PLENVM:1ST%PLENVM_WALL_6_0_0,11,0.71,0.196,0.201,0.25,90.00,90.00,E
,1ST%PLENVM:1ST%PLENVM_WALL_6_1_0,11,0.71,0.195,0.201,0.20,90.00,90.00,E
,1ST%PLENVM:1ST%PLENVM_WALL_7_0_0,11,0.71,0.196,0.201,1.80,0.00,90.00,N
,1ST%PLENVM:1ST%PLENVM_WALL_8_0_0,11,0.71,0.196,0.201,4.44,269.92,90.00,W
,1ST%PLENVM:1ST%PLENVM_WALL_8_1_0,11,0.71,0.195,0.201,1.88,269.92,90.00,W
,1ST%PLENVM:1ST%PLENVM_WALL_9_0_0,11,0.71,0.196,0.201,16.02,180.00,90.00,S
,1ST%PLENVM:1ST%PLENVM_WALL_9_1_0,11,0.71,0.195,0.201,6.80,180.00,90.00,S
,1ST%PLENVM:1ST%PLENVM_GROUNDFLOOR_0_0_0,GROUND_1,0.30,0.460,0.497,454.37,0.00,180.00,
,1ST%FLOOR:1ST%CONFERENCE_WALL_2_0_0,EXTWALL_15,0.40,0.136,0.139,0.25,90.00,90.00,E
,1ST%FLOOR:1ST%CONFERENCE_WALL_4_0_0,EXTWALL_15,0.40,0.136,0.139,21.08,269.92,90.00,W
,1ST%FLOOR:1ST%CONFERENCE_WALL_8_0_0,EXTWALL_15,0.40,0.136,0.139,1.37,0.00,90.00,N
,1ST%FLOOR:1ST%RESEARCH%OPEN%NE_WALL_4_0_0,29,0.50,2.995,5.429,1.26,270.00,90.00,W
,1ST%FLOOR:1ST%RESEARCH%OPEN%NE_WALL_5_0_0,EXTWALL_15,0.40,0.136,0.139,1.73,0.00,90.00,N
,1ST%FLOOR:1ST%RESEARCH%OPEN%NE_WALL_5_1_0,EXTWALL_15,0.40,0.136,0.139,26.42,0.00,90.00,N
,1ST%FLOOR:1ST%RESEARCH%OPEN%NE_GROUNDFLOOR_0_1_0,GROUND_1,0.30,0.460,0.497,7.61,0.00,180.00,
,1ST%FLOOR:1ST%RESEARCH%OPEN%NE_EXTFLOOR_0_2_0,27,0.30,0.249,0.261,0.96,0.00,180.00,
,1ST%FLOOR:1ST%LOBBY_WALL_2_0_0,EXTWALL_33,0.30,0.591,0.649,27.19,90.00,90.00,E
,1ST%FLOOR:1ST%LOBBY_WALL_3_0_0,35,0.30,2.617,4.301,9.08,180.00,90.00,S
,1ST%FLOOR:1ST%LOBBY_WALL_4_0_0,37,0.71,0.360,0.376,2.95,90.00,90.00,E
,1ST%FLOOR:1ST%LOBBY_WALL_4_1_0,37,0.71,0.360,0.376,3.53,90.00,90.00,E
,1ST%FLOOR:1ST%LOBBY_WALL_4_2_0,37,0.71,0.356,0.376,2.80,90.00,90.00,E
,1ST%FLOOR:1ST%LOBBY_WALL_5_0_0,37,0.71,0.360,0.376,6.86,0.00,90.00,N
,1ST%FLOOR:1ST%LOBBY_WALL_5_1_0,37,0.71,0.356,0.376,0.87,0.00,90.00,N
,1ST%FLOOR:1ST%LOBBY_WALL_6_0_0,39,0.71,0.245,0.252,11.74,60.00,90.00,E
,1ST%FLOOR:1ST%LOBBY_WALL_6_1_0,39,0.71,0.243,0.252,0.87,60.00,90.00,E
,1ST%FLOOR:1ST%LOBBY_WALL_19_0_0,EXTWALL_45,0.30,0.884,0.989,1.66,270.00,90.00,W
,1ST%FLOOR:1ST%LOBBY_WALL_19_1_0,EXTWALL_45,0.30,0.862,0.989,24.50,270.00,90.00,W
,1ST%FLOOR:1ST%LOBBY_GROUNDFLOOR_0_1_0,GROUND_1,0.30,0.460,0.497,252.79,0.00,180.00,
,1ST%FLOOR:1ST%HVAC%SHAFT_WALL_2_0_0,47,0.40,0.135,0.137,0.13,90.00,90.00,E
,1ST%FLOOR:1ST%HVAC%SHAFT_WALL_2_1_0,47,0.40,0.135,0.137,3.08,90.00,90.00,E
,1ST%FLOOR:1ST%HVAC%SHAFT_WALL_3_0_0,47,0.40,0.135,0.137,0.90,0.00,90.00,N
,1ST%FLOOR:1ST%HVAC%SHAFT_WALL_3_1_0,47,0.40,0.135,0.137,12.89,0.00,90.00,N
,1ST%FLOOR:1ST%HVAC%SHAFT_WALL_4_0_0,47,0.40,0.135,0.137,3.20,269.92,90.00,W
,1ST%FLOOR:1ST%CLASSROOM_WALL_2_0_0,EXTWALL_15,0.40,0.136,0.139,20.98,90.00,90.00,E
,1ST%FLOOR:1ST%CLASSROOM_WALL_3_0_0,29,0.50,2.995,5.429,0.87,180.00,90.00,S
,1ST%FLOOR:1ST%CLASSROOM_WALL_14_0_0,EXTWALL_15,0.40,0.136,0.139,60.42,180.00,90.00,S
,1ST%FLOOR:1ST%CLASSROOM_GROUNDFLOOR_0_1_0,GROUND_1,0.30,0.460,0.497,0.61,0.00,180.00,
,1ST%FLOOR:1ST%CLASSROOM_GROUNDFLOOR_0_1_1,GROUND_1,0.30,0.460,0.497,0.12,0.00,180.00,
,1ST%FLOOR:1ST%CLASSROOM_EXTFLOOR_0_2_0,27,0.30,0.249,0.261,3.73,0.00,180.00,
,1ST%FLOOR:1ST%CLASSROOM_EXTFLOOR_0_2_1,27,0.30,0.249,0.261,1.46,0.00,180.00,
,1ST%FLOOR:1ST%VESTIBULE_WALL_2_0_0,EXTWALL_33,0.30,0.591,0.649,11.01,90.00,90.00,E
,1ST%FLOOR:1ST%VESTIBULE_WALL_5_0_0,EXTWALL_15,0.40,0.136,0.139,10.69,180.00,90.00,S
,1ST%FLOOR:1ST%VESTIBULE_GROUNDFLOOR_0_0_0,GROUND_1,0.30,0.460,0.497,7.23,0.00,180.00,
,1ST%FLOOR:1ST%VESTIBULE_EXTFLOOR_0_1_0,27,0.30,0.249,0.261,0.46,0.00,180.00,
,1ST%FLOOR:1ST%ELECTRICAL%ROOM_WALL_2_0_0,39,0.71,0.245,0.252,25.26,60.00,90.00,E
,1ST%FLOOR:1ST%ELECTRICAL%ROOM_GROUNDFLOOR_0_0_0,GROUND_1,0.30,0.460,0.497,15.13,329.99,180.00,
,1ST%FLOOR:1ST%RESTROOM_WALL_2_0_0,EXTWALL_53,0.08,1.177,1.371,26.96,60.00,90.00,E
,1ST%FLOOR:1ST%RESTROOM_WALL_3_0_0,EXTWALL_55,0.71,0.238,0.245,32.89,330.00,90.00,N
,1ST%FLOOR:1ST%RESTROOM_GROUNDFLOOR_0_0_0,GROUND_1,0.30,0.460,0.497,58.00,330.08,180.00,
,1ST%FLOOR:1ST%RESEARCH%OPEN%NW_WALL_3_0_0,EXTWALL_15,0.40,0.136,0.139,1.72,0.00,90.00,N
,1ST%FLOOR:1ST%RESEARCH%OPEN%NW_WALL_3_1_0,EXTWALL_15,0.40,0.136,0.139,24.91,0.00,90.00,N
,1ST%FLOOR:1ST%RESEARCH%OPEN%NM_WALL_3_0_0,EXTWALL_15,0.40,0.136,0.139,1.61,0.00,90.00,N
,1ST%FLOOR:1ST%RESEARCH%OPEN%NM_WALL_3_1_0,EXTWALL_15,0.40,0.136,0.139,23.21,0.00,90.00,N
,1ST%FLOOR:1ST%BREAK%ROOM_WALL_6_0_0,EXTWALL_15,0.40,0.136,0.139,24.08,269.92,90.00,W
,1ST%FLOOR:1ST%BREAK%ROOM_WALL_7_0_0,EXTWALL_15,0.40,0.136,0.139,27.80,180.00,90.00,S
,1ST%FLOOR:1ST%PHONE%BOOTH_GROUNDFLOOR_0_1_0,GROUND_1,0.30,0.460,0.497,0.17,0.00,180.00,
,1ST%FLOOR:1ST%PHONE%BOOTH_EXTFLOOR_0_2_0,27,0.30,0.249,0.261,1.23,0.00,180.00,
,1ST%FLOOR:1ST%VOLUNTEER%AREA_WALL_7_0_0,EXTWALL_15,0.40,0.136,0.139,22.79,180.00,90.00,S
,1ST%FLOOR:1ST%VOLUNTEER%AREA_GROUNDFLOOR_0_1_0,GROUND_1,0.30,0.460,0.497,0.25,0.00,180.00,
,1ST%FLOOR:1ST%VOLUNTEER%AREA_EXTFLOOR_0_2_0,27,0.30,0.249,0.261,1.55,0.00,180.00,
,1ST%FLOOR:1ST%RESEARCH%OPEN%SW_WALL_7_0_0,EXTWALL_15,0.40,0.136,0.139,13.92,180.00,90.00,S
,1ST%FLOOR:1ST%RESEARCH%OPEN%SM_WALL_5_0_0,EXTWALL_15,0.40,0.136,0.139,24.82,180.00,90.00,S
,1ST%FLOOR:1ST%RESEARCH%OPEN%SE_WALL_5_0_0,EXTWALL_15,0.40,0.136,0.139,24.82,180.00,90.00,S
,1ST%FLOOR:1ST%MCHNCL%RM%01_WALL_6_0_0,EXTWALL_55,0.71,0.238,0.245,16.19,330.00,90.00,N
,1ST%FLOOR:1ST%MCHNCL%RM%01_WALL_6_1_0,EXTWALL_55,0.71,0.236,0.245,9.61,330.00,90.00,N
,1ST%FLOOR:1ST%MCHNCL%RM%01_WALL_7_0_0,EXTWALL_55,0.71,0.238,0.245,6.48,240.00,90.00,W
,1ST%FLOOR:1ST%MCHNCL%RM%01_WALL_7_1_0,EXTWALL_55,0.71,0.236,0.245,8.62,240.00,90.00,W
,1ST%FLOOR:1ST%MCHNCL%RM%01_GROUNDFLOOR_0_0_0,GROUND_1,0.30,0.460,0.497,33.53,0.00,180.00,
,1ST%FLOOR:1ST%CORRIDOR_GROUNDFLOOR_0_0_0,GROUND_1,0.30,0.460,0.497,18.13,329.97,180.00,
,1ST%FLOOR:1ST%EDCTN%STRG_WALL_6_0_0,EXTWALL_55,0.71,0.238,0.245,15.75,330.00,90.00,N
,1ST%FLOOR:1ST%EDCTN%STRG_WALL_6_1_0,EXTWALL_55,0.71,0.236,0.245,3.99,330.00,90.00,N
,1ST%FLOOR:1ST%EDCTN%STRG_GROUNDFLOOR_0_0_0,GROUND_1,0.30,0.460,0.497,31.99,329.48,180.00,
,1ST%FLOOR:1ST%ELEVATOR%MACHINE_GROUNDFLOOR_0_0_0,GROUND_1,0.30,0.460,0.497,6.43,330.03,180.00,
,2ND%PLENVM:2ND%PLENVM%FALSE_WALL_2_0_0,EXTWALL_61,0.22,0.132,0.135,0.31,90.00,90.00,E
,2ND%PLENVM:2ND%PLENVM%FALSE_WALL_3_0_0,63,0.22,0.131,0.134,1.43,0.00,90.00,N
,2ND%PLENVM:2ND%PLENVM%FALSE_WALL_4_0_0,EXTWALL_61,0.22,0.132,0.135,4.58,270.00,90.00,W
,2ND%PLENVM:2ND%PLENVM%FALSE_WALL_5_0_0,EXTWALL_61,0.22,0.132,0.135,17.49,179.97,90.00,S
,2ND%PLENVM:2ND%PLENVM%FALSE_WALL_6_0_0,EXTWALL_61,0.22,0.132,0.135,4.48,90.00,90.00,E
,2ND%PLENVM:2ND%PLENVM%FALSE_WALL_7_0_2,EXTWALL_61,0.22,0.132,0.135,0.23,0.00,90.00,N
,2ND%PLENVM:2ND%PLENVM%FALSE_WALL_7_0_3,EXTWALL_61,0.22,0.132,0.135,0.23,0.00,90.00,N
